mom_50,mom_51,mom_52,mom_53,mom_54,mom_55,mom_56,mom_57,mom_58,mom_59,mom_60,mom_61,mom_62,mom_63,mom_64,mom_65,mom_66,mom_67,mom_68,mom_69,mom_70,mom_71,mom_72,mom_73,mom_74
2.1801666561366906,2.3848413944871987,1.9892390317502622,1.6323096902201084,1.9669749712004885,1.7079489806037613,1.6089947668171125,1.4770118890196358,1.5576279261117365,1.6195218498351176,1.4288073268727657,1.6943512282299593,1.598952845791462,1.5831241612910123,1.9608679609411934,2.541114850044234,2.839242393761779,3.07371677846282,3.2561447340290006,2.8734649641387895,2.8225899059869914,2.847466756215966,3.5687175441572747,2.885366841003967,2.4401211213055536
1.9504348818562902,1.7368414792384375,1.8884791756622539,1.879248726251001,1.722625267135871,1.6862604452178571,2.406289588091996,2.375957682879213,2.7634014990296603,3.057025272829732,3.6507370366811553,3.879084213828975,3.52911048158507,3.3857110965891155,3.5595946633317217,3.610878344083014,3.284049891611035,2.7490137533704733,2.2892605304746927,2.0116709196862654,1.9656689037078328,2.0010310153847306,1.8730662805861513,1.6066067519841347,1.2839995544266132
3.0664167498174435,2.6944919536885443,2.739113718700409,2.240230045921548,1.208249352705638,1.7585607012377453,1.70501182296258,1.2626957525951625,1.3304336258040825,1.4216540371573938,1.60298870466293,1.7067467953866793,1.8937352736890805,1.9565049748086043,2.5316640329158018,3.0302023728577123,2.98176639183537,2.5025744931888063,2.307881649271533,1.9222336897963292,1.615625600652938,1.8511329015495086,1.77605506888739,1.7314430107153564,1.4097460115181863
2.463762446920079,2.381193044904517,1.549428292165503,1.675294132641944,1.5416041832580474,1.4458459475648795,1.1761553015692052,1.2191398181268358,1.3594287801359597,1.4223534929846815,1.643721680567342,1.8952673739667083,1.8275757497687446,1.9530857113773274,2.3542123066776517,2.9057351151365998,2.672109083139473,2.2905142149728968,2.071732172907866,1.6032977003605493,1.7040051148916127,1.5706250767098724,1.3525199934017833,1.3655584441892983,0.9640587782334828
1.6535745430512214,1.621193839091653,1.4848603850828854,1.4940558028612307,1.4531525440367852,2.0354042514852044,2.064415130553828,2.311015417421804,2.7053567774768124,2.792062167863479,3.3059596707546457,3.3227627139505533,3.1777497643639676,3.2914682308316463,3.760916350798772,3.75980871173482,3.0157597816878363,2.528080530759949,2.062021627327608,1.9097363044917124,1.7558254417173988,1.5781685200901134,1.6446514076549685,1.275792135158812,1.1263958352826222
1.7622907781409278,1.9074189153604244,2.010327684361085,2.2628915985493734,1.9747920140750823,2.1536752240340604,2.0953169983450994,1.967341980348579,2.018388040626774,2.170492414413542,2.259456043329489,2.1509572370619217,2.2954383110381946,2.625573125003626,3.0289998917460497,3.781134362017584,3.5674918073243154,3.8130762467646817,2.8481359940508693,3.259014919305219,3.102199919649804,2.5129637603111687,3.076022531957046,2.3964205943265564,1.7673364394254831
1.532170139385263,1.4632056181752642,1.4051400753281167,1.518228906887561,1.727979708787476,1.7838727604365925,1.7065129272097348,1.6605825006714818,1.8050072290597143,1.6920673097210066,1.7011256976295752,1.8095592655209538,2.036406104384081,1.970996838582829,2.4509015248960018,2.9116536565166573,2.984880508448966,3.402277328039438,2.9565554277136217,2.9338651620349534,3.1595998116604314,2.5697807556608656,2.477406185756887,2.197119099019875,1.6784313332405174
2.3622302264315476,2.2404313506800224,2.163395415128631,2.0555634618910354,1.6826136350364316,1.5090504955544348,1.3926501150540103,1.3437524716300986,1.44720625705842,1.4504228845443927,1.7257861766929907,1.4769332396159787,1.475963785156024,1.6862710314271379,2.1274161329092207,2.7033613589554184,2.7126420739440715,2.4042248135639084,2.1774054764720145,1.9411330089203316,2.0194538509387563,1.8901502424767318,1.7465370877264859,1.7188429177501172,1.387281194785907
3.8293687916187666,3.3209615435912476,2.7583997928152075,2.376957060902081,2.021261884063561,1.743286303049782,1.3860845019941284,1.2346532736225706,1.2559467071054904,1.2924379963526884,1.1794131979308398,1.2724214541322558,1.034728067826419,1.4623088440504377,1.7132362337715918,2.053734910304404,2.1460153256143415,1.9331418195797592,1.917523562249847,2.0015119801657573,2.154146711499988,2.207186741813353,2.233193561513713,2.1497887434428242,1.8345792011562194
2.065825136957247,1.60603747840755,1.5892463671493995,1.209047743529176,1.0171270598263868,1.0794148900717515,0.686280625116972,1.117188908453808,0.814764974923426,1.0345236669865845,1.1510673129612177,0.9918327605656463,1.225112047054621,1.3669853862577455,1.3958830356119472,1.8048503102388562,1.5808694801009742,1.7114263815784707,1.4866119639186817,1.6552585952049397,1.6810796639508538,1.4393740062883265,1.7083177334563662,1.8593841062008651,1.514166030645543
4.197495211950142,2.6516633286690205,3.17012401532935,3.004677379421256,2.9131929539771773,2.7127028925887773,2.679670021114697,2.3272948960515993,2.597159014619855,2.6094472206251553,2.505153477300883,2.2943396196859402,1.7830134968074294,2.0370103714442527,2.165417721221758,2.0817892343791455,2.0751276635863873,1.9889294824859312,2.375926157689433,1.9622423124504582,2.1503414120271906,2.35660589153394,2.231975954119817,1.824694723857327,1.6527660538799556
1.8102649056186209,2.138963924505034,1.8457629305455239,2.047441444382416,2.0103287127315133,1.9123921906525707,2.002741536139363,2.233790128488638,2.496533232286172,2.377683489809643,2.552115929329193,2.903633667859921,3.1722749482314114,3.269768317584648,3.3487868829980596,3.9501899054565444,3.6520980600834347,2.876027871530171,2.660305471555584,2.2508225787446072,2.1093753413260443,1.79809946047204,1.6906560121965124,1.39878787083237,1.0034871224568078
1.9526662964622816,1.9153621499558404,1.868160791697817,1.6448290491677335,1.4648517014363063,1.566251978099072,1.523817382915995,1.5880775615813767,1.9632741063338546,2.1967699566428545,2.6543915796064197,3.072399313430347,3.3456262967814365,3.6492927006652596,4.3992768249982905,5.013087946657981,4.505569743628771,3.970487217153181,3.1304710132259004,2.8485638365918717,2.4620409450181437,2.112496910268705,2.011636452041141,1.6631903108675108,1.3769991072058845
1.814531929348115,1.6316643367512502,1.6438949667632479,1.1566273670182208,1.435958763865524,1.4284923672752659,1.4208171280635475,1.6079417269101164,1.5666602949790058,2.038212940123304,2.4161350250274767,2.6055947163653563,3.172452482104786,3.585404070254641,4.43159840192029,5.05672801180376,4.726778421837658,3.557393384290544,3.1516368927319682,2.5051009315188204,2.242940618892013,1.9457798732307214,1.688096022839852,1.465701327072861,1.2956786864265375
2.3627899255573923,2.3125293114574843,2.2792509160171814,2.208542204030725,2.062952687751182,2.064557175422762,2.015834358031984,2.060519308244887,2.3884819999160665,2.489966221893856,2.765280390474642,3.2486738068084353,3.5830352526581564,4.272598921559077,5.41231947572888,6.817749314560323,6.3400751264114055,4.765885263220457,4.252872990957312,3.5521782743440147,2.4150951929069464,2.397232132589159,1.7460700446831656,1.5141869339200509,1.315848749107315
1.860588302166006,1.9112819380283377,1.8158956810300273,1.7181386746414975,1.6646521749334509,1.3606492172782616,1.3641839327322762,1.522502863665104,1.6640720536483895,2.036247125287371,2.5310823179776225,2.803580135688251,2.918468139501661,3.1713960214075327,3.5928396115849814,4.185913968198399,3.7730454224091754,3.029565858244744,2.4105203922036154,1.5894361356561308,1.9186579291444594,1.8742970110011918,1.6196702638624683,1.5294442761596767,1.1975350972759327
2.5030025560536417,2.375143834773544,1.856480960025061,2.050923115157921,1.9356065651005219,1.7986750904704731,1.929202705034181,1.8730107957807123,2.163659132175452,2.31618563388119,2.9249239902414756,3.2955293109069896,3.3054729887537766,3.559340591492167,4.1156578834964845,4.533017885386781,4.1531815372409655,3.6340716351573104,2.8042487663793634,2.533045213962967,2.123121230967309,2.067476960198118,2.1316377987993205,1.954225314550659,1.669518110434046
3.61672306581496,3.27855190128783,2.7837026001897405,2.187224715878915,1.698904791933396,1.6120275272919138,1.2990081140153393,1.2878767663398165,1.25070019194363,1.2220989308569763,1.5981428520690169,1.3221751471031766,1.4564423354714635,1.6823670713192145,1.7124965485534476,2.4375440608737757,2.448926123210029,2.4395089909289243,2.070681718112333,1.9228147884989477,2.01670065081613,2.574272908239363,2.555592270328908,2.335326175897307,2.085484154189928
