mom_50,mom_51,mom_52,mom_53,mom_54,mom_55,mom_56,mom_57,mom_58,mom_59,mom_60,mom_61,mom_62,mom_63,mom_64,mom_65,mom_66,mom_67,mom_68,mom_69,mom_70,mom_71,mom_72,mom_73,mom_74
2.5537361261378595,2.5300401970801767,2.1169714204519954,1.6461062475474748,2.0427001688470576,1.8931131850057343,1.1234333679189559,1.7555490088784347,2.0121817153101667,1.8237056990469809,1.8265701355674617,1.5841404327858992,1.7079182482430448,1.6377013697018286,1.9529503858712536,2.3044648957053253,2.6717418214519064,2.8161171692511666,2.8994450895455315,2.2332491858336874,3.3514188745978997,3.1883439210752895,3.8007595314085645,2.7278519594839032,2.7735286184255727
1.991330672271236,1.7797121937587546,1.698103488577667,1.9398221659859973,1.9382051961255222,2.0969321303863233,2.7233071074998083,2.2829605047718577,2.9871744057233975,3.2300076004784706,3.513323184038596,3.885542019350141,3.806270226294885,3.416601226425305,2.44460183040535,3.726768225695047,3.305765603761429,2.9321361270299215,2.2545364538779693,2.1146140444014923,1.9910382878108295,1.7740730849519173,1.9944957692382728,1.7031204612410404,1.0040258025148152
2.6577103675894365,2.35261315829746,1.7596215677965936,1.2688468781257347,1.8349767816328029,1.0418556224443325,1.7017964866428386,0.8124108872549594,1.4604061574477802,1.2655273859766223,1.6569139580223657,1.972001283161075,1.8551848895292575,1.8739023695076544,2.612328959926459,3.0140164451593163,2.9074134282900563,2.4844761762509573,2.5096502781863883,1.9313313651441326,1.7944411914264051,1.9564655579651717,1.7237785105001182,1.8496999839265749,1.3972468620586662
2.478430576723773,2.309163164720307,2.0785409206470815,1.8440956872124126,1.635848706142774,1.1369544532231943,1.6633776483183584,1.4049177875538288,1.4419705292254492,1.5455791032739779,1.7105151987525198,1.7632310880615603,1.928986750008525,1.9947771171358017,2.397608763348893,2.939700489757899,2.6511435537431827,2.272422588447769,2.1186826218828028,1.587571651500377,1.8537824249603638,1.405396748079879,1.4882122287623565,1.3596709658630568,1.2189710430115042
1.3594304618566768,1.5495980379003713,1.6316873656338005,1.607309249373058,1.4672859276790602,1.637901328797961,1.815112415256389,2.667122871739638,2.560868479738372,3.061869960678841,3.311012864492463,3.520591277899797,3.4896834648094854,3.7384035047889976,3.66885725752814,3.604054108558753,3.3276513512721295,2.7516231706178096,2.305181336469321,1.6949443752227116,1.7042283936754061,1.7616144183369686,1.5040190901379888,1.5404546356609745,0.8877870700694073
1.6574169413067124,1.8685962742017623,2.298769853411102,1.9481986513941807,2.077755847021651,2.0081116420753675,2.0926888204156837,2.2157032531516876,2.4731609765922182,2.328081031908021,2.4977287816136045,2.397387724580775,2.414068994089094,2.592698120116637,3.0329698475218287,3.646889214054526,3.5520053717316102,3.745490963184329,2.854502461338799,3.16762530058955,2.946334219123798,2.61184751939434,2.4502959746390895,2.883797141912627,2.0687731293744123
1.4859271820301427,1.701345418706151,1.8499436448558186,1.4191098460094544,1.6463101316849484,1.6459004361672633,1.862852210646398,1.6268442686782199,1.3396604060200406,1.7716690260710164,1.90858074966628,1.8592259171328616,1.8617870453001444,2.3458103321126784,2.569761598130055,2.9709330510592373,2.7024579194592357,2.68361738052011,2.584569206649035,2.886353829572252,3.0620921465714104,2.4396165287867215,2.574874429975605,2.561315763083749,2.20250116889897
2.1402288399959786,2.270273364360183,2.2966383868850113,1.8826245405150142,1.7118000374903428,1.6392642049181265,1.232582122358053,1.5750921799322195,1.524910606205864,1.643297236231153,1.7732272844850103,1.446319255590374,1.5885029385758092,1.8200299722048123,2.059870483322004,2.83616116031354,2.4890099706601045,2.034677078058809,1.8955782147386406,2.127885846033047,2.018586641635656,2.0844070986195637,2.107362355525291,1.7867554493516968,1.1771388330654153
3.9209076453458844,3.675699492924522,2.6948917070722573,1.13958447687076,2.6115257398723752,2.4673925027160597,1.8156609976984752,1.3295551457660975,1.4395395837920746,1.358285370007014,1.3323961073608301,1.4007043355854953,1.3004264934316536,1.502672702862852,1.5100383344973018,1.9280537288183794,1.871859881786275,1.7662034173690235,2.473803242430111,1.8127501675827242,1.6122216376547598,2.0657973770448965,2.0261756855857485,1.9679550533341654,1.748044205755261
2.177117829580482,1.9317309225100319,1.563210306652078,1.4535544112095529,1.2320258928984846,1.1939583309211714,0.8357291562684279,0.884937722199762,1.1408522798751979,0.9421937725660049,1.032551855486968,1.0779746211490053,0.9723256703934288,1.075079580406805,1.505489349075256,1.6208474565638815,2.1163519201968035,1.866763174762422,1.766715908551003,1.3933445574098315,1.660837661020141,1.7595222061676272,1.6288568487457513,1.8934192450870093,1.5370439595062282
