mom_50,mom_51,mom_52,mom_53,mom_54,mom_55,mom_56,mom_57,mom_58,mom_59,mom_60,mom_61,mom_62,mom_63,mom_64,mom_65,mom_66,mom_67,mom_68,mom_69,mom_70,mom_71,mom_72,mom_73,mom_74
2.2816943768024496,2.3570492862837344,2.1813402548860186,1.7095645505471933,1.5455839978672796,1.3912642038144332,1.3684564392962502,1.3662082586899693,1.6772761946582408,1.4421016347854225,1.3401892307343037,1.531819403613251,1.4044323010901305,1.7638736140606837,1.9962746426933602,2.747158690490795,2.951658893511926,3.190876855456981,2.987851300523394,3.10437990035854,3.1679621372169633,3.6380094882088905,3.1974362053831333,2.488649637456924,1.7634762709798517
1.7784341047062568,1.7981466517999134,1.7707352139273955,1.8712663592851202,1.9879073678538404,2.117004677675316,2.457986377130474,2.5020104328998904,2.554181256116613,2.9953598394371714,3.515341036319477,3.1953961768643073,2.856334772965373,2.636078616660596,2.810108005639014,3.336950098046331,3.062376291178907,2.504911831137093,2.1661493006615182,1.9981312357113632,1.9741277295013184,1.8314798491390514,1.6536104682867598,1.5422992161687605,1.139515227837519
2.8733589239626056,2.776986028429961,2.1294873079818406,1.7506774984915436,1.4695852682385104,1.1955487159960823,1.2427103248847247,1.1197825846296083,1.3021300559261726,1.4115765423392508,1.6457127810929348,1.9126088327544317,1.9158216511775477,2.096143804295337,2.6646209772067144,3.245733830928038,2.8627436590574535,2.556450088490574,2.1247981964395053,1.8887527038577705,1.7280583256679447,1.7753314646728675,1.746602250609647,1.8474666726261235,1.57529250173089
2.224029079354222,2.00141251892622,1.763967410598872,1.4584199755549627,1.2433740675460103,1.2720375839737093,1.3425513403434552,1.0847643650623473,1.2009826864892024,1.3718122919901954,1.7362212304487101,1.9110095138422032,1.9088044331121377,2.0507904914833386,2.2672356637938456,2.806674860042693,2.797523632459231,2.2416560638507312,1.9233859694663356,1.6411446874671876,1.6416331687582737,1.5178951225051045,1.245288918521975,1.2359427784295764,1.1181732117036343
1.5018553605936187,1.7406786155273446,1.6907127070417272,1.7300155320763666,1.8565718826476387,2.0307148266405575,2.046611988944593,2.340577620609279,2.7073174800095683,2.6202320739932987,2.9278918545579184,3.0499020256598293,2.906521445047701,3.010803484110634,3.107010212910507,2.9457331005090572,2.2147113259110194,2.014889211031301,1.8064389328260735,1.7795521384254362,1.6914924660314885,1.4832223743144821,1.4433890115003198,1.3195941790158878,1.086656687083408
1.9129642521705357,2.033365342144202,2.1932613325510366,2.1199414214497265,2.1087893582267854,2.0387120432772927,1.8389822896595487,1.662087290973849,1.8019706149098502,1.8858042085481779,1.9750696479344272,2.0377694361690173,2.2639875985197553,2.7405361635008116,3.054010442433696,3.4763347147231403,3.436303751808876,3.5237774314967845,3.7908188948320873,3.202546084649702,2.9856672227811467,2.6646399157282294,2.2297982515612107,1.8631194314508988,1.4787232693212884
1.4138230826543117,1.6696670596484002,1.9502540172913247,1.771578021766376,1.711381463021895,1.6526743451864796,1.558077776384974,1.1324468366178528,1.4512772540768177,1.5938348250044883,1.5468765985314654,1.6223544681509783,1.7016270520999695,2.295691741505967,2.798940913379305,3.0535976917025547,2.912767917411913,2.749075891423262,3.231414648505573,2.9481615703017257,2.7891451103668063,2.1717983591032244,1.990660104852529,1.7794886757388204,1.6061354172176694
2.2893614730172023,2.4438421433456243,2.1105107134604304,1.6314842716329923,1.3793171208839443,1.2920266159120608,1.3797389645046065,1.392354970680002,1.394121326487647,1.4691330688501503,1.585517742198865,1.37420141498691,1.5120728869591429,1.7917187632536997,2.186313775189495,2.8145688723284996,2.6732772532682647,2.4182906965674733,2.3263976417803063,2.2606203066065955,2.0316333981566785,1.8197705242296707,1.5860759838802485,1.4701419057128993,1.3885218258858627
3.2482339972861665,2.569900427814581,2.032388583222722,1.5464970256146233,1.3905463492416676,1.3587444104072857,1.3591184242691483,1.2107116672142917,1.122162445447215,1.1565497572846515,1.3308146051633065,1.2260151035291567,1.3364636879483183,1.4376029078978623,1.8767804955078708,2.384029208817945,2.3083567744985456,2.2495090588340325,2.1571041199151892,2.2922256335014337,2.3421215751710793,2.4504040356450836,2.1008093863945505,1.8933333179805185,1.501512651007204
1.759627871044188,1.4640963710339068,1.3081713318864943,0.8254758528911764,0.946409695820516,1.053087621573244,0.9146279640270765,0.8877030792468877,1.0552143916023151,1.2243831794195104,1.2760392250174053,1.1512831982462497,1.333392901465689,1.2577931799909263,1.4692374772738521,2.0142946128049455,2.127067014477009,1.8103886761624954,1.5483734221916607,1.6378025100173634,1.922613002490065,1.9978508639346666,1.9132931720050244,1.838200951892723,1.5520680420544077
3.657509576161135,3.1225487953055193,2.972176071911755,2.3607689834363694,2.3238263819377196,2.3781666667715293,2.100001247509178,1.9492074552009784,2.0341471782343508,2.1302450177527734,1.9746353466521036,1.9124219956112236,1.8254998861087357,1.7785561776800045,1.9775931051949625,2.1475174553345866,2.0505600738139638,2.047665293979029,2.158966318688016,2.2129837706341897,2.273534076581087,2.612139419331179,2.124474190612567,1.6500240314113985,1.5164293024693298
1.9760016942599805,1.9874916655729071,2.0642128315900714,2.0154432244802396,2.1450519531973247,2.2638496750645802,2.0595220184144503,1.888969656031391,1.9388869341636845,1.92381187194097,2.432153560191405,2.862418564964978,3.003851410155486,3.0615835463842593,3.2570480301178724,3.4858890217558316,3.273606324646052,2.9328164479299423,2.470894933960369,1.9066477297355306,1.71367246020648,1.605579823597977,1.373579755180153,1.2940268535927044,1.0926892976412808
1.9184297993412758,1.8548477149013134,1.770922008338804,1.5380629373578223,1.3706557398297852,1.4837020455429644,1.5102549839863522,1.6638008706415444,1.9794487484628593,2.2784080941793468,2.652836579372588,3.1015173262668854,3.4578553121470663,3.5898533179527785,4.058263633117086,4.684460311433912,4.048994985974548,3.3914686774222425,2.6985786575698336,2.231139167466237,1.8397500715688182,1.7604078629501414,1.7423152694495938,1.7369854865064753,1.443602782295204
1.7677934424872235,1.69696850903749,1.5768034278826608,1.389811816189907,1.3499562617513496,1.2868462829255234,1.4399316712079488,1.5236866077548514,1.5789163252730518,1.9933459298090992,2.558692869423009,3.0227437143187066,3.259978357074748,3.720780538411272,4.2869977223655065,4.737302550632439,3.9829281375182592,3.237426676928735,2.4048577330409513,1.9739511804355332,1.594114307854919,1.6617210920768102,1.6237383956622902,1.506334817046732,1.2870805040880973
2.283963110158865,2.38362154638208,2.3062014545916028,2.0735464644446684,1.9177550939221928,1.8962506553818128,2.158333989791632,2.1170285080807587,2.0405903561981886,2.085503115659524,2.806568060180991,3.5704274652333137,4.022813084324424,4.4050873388271725,5.423024871520715,6.557757609641402,5.450922458590676,4.0112685514260376,3.149339515185428,2.418300706523759,1.891510186214715,1.603471664276594,1.4496001565478844,1.4824320123612902,1.2408436345841183
2.084396758628679,2.0164605744214743,1.7858292667149616,1.4424823116511065,1.2816525944480401,1.3275641024588238,1.4500122115691558,1.446729946906848,1.7126996732887088,2.1276882768273775,2.64970743974753,2.7972381577035614,2.7522822381668135,2.8921467657693083,3.466497527776138,3.892648407171574,3.4050084648884478,2.7392751504118986,2.0787415258745563,1.942561435145406,1.6617271672257221,1.5397460828483962,1.6180941730822367,1.5455394996120968,1.2800786770901367
2.4645741357169064,2.3499755150296195,2.0864077731895305,1.7881026156074373,1.7064513212898882,1.7141075069376996,1.7749901633244092,1.8765446955002605,2.2831925674796087,2.5522053484771123,2.851301712472221,3.104070757923935,3.1369366519130075,3.254438632541668,3.606911351735191,4.11819505871953,3.7988470488928603,3.1309476568257075,2.449159685488732,2.1253707692236588,2.06341677726362,2.010498173826837,2.0825627538594103,1.969244881884741,1.7365091329420985
3.0920670210133743,2.616635203876084,1.9463445016689238,1.5919238053948945,1.1416521313741714,1.1741398674848558,1.1866341961627171,1.206769980062176,1.172607697542327,1.2084525493286822,1.5204950534310653,1.371295066940136,1.5349848151094374,1.709391280027207,2.095898642587426,2.6419393283027737,2.5471139296893135,2.3353422056409276,2.4111995956223917,2.3686343928558387,2.4337162249369064,2.592501650510793,2.621971106307555,2.5413598894806237,2.0778808975169
